skillid,type,subtype,color,rare,iconskill,iconlevel,icontarget,isPercent,lv1,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv11,lv12,lv13,lv14,lv15,lv16,lv17,lv18,lv19,lv20,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10
20140003,1,6,Colorbar_red,1,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20140103,1,11,Colorbar_red,2,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20140203,1,12,Colorbar_red,3,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20140303,1,15,Colorbar_red,4,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20140403,1,18,Colorbar_red,5,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121003,1,5+7,Colorbar_red,6,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121103,1,5+7+10,Colorbar_red,12,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121203,1,5+7+10+14,Colorbar_red,20,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121303,1,7+10,Colorbar_red,10,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121403,1,10+14,Colorbar_red,14,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121503,1,7+10+14,Colorbar_red,18,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121603,1,14+17,Colorbar_red,18,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20121703,1,7+10+14+17,Colorbar_red,28,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131003,1,4+8,Colorbar_red,6,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131103,1,4+8+13,Colorbar_red,12,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131203,1,4+8+13+16,Colorbar_red,20,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131303,1,8+13,Colorbar_red,10,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131403,1,13+16,Colorbar_red,14,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131503,1,8+13+16,Colorbar_red,18,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131603,1,16+19,Colorbar_red,18,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20131703,1,8+13+16+19,Colorbar_red,28,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141003,1,6+11,Colorbar_red,6,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141103,1,6+11+12,Colorbar_red,12,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141203,1,6+11+12+15,Colorbar_red,20,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141303,1,11+12,Colorbar_red,10,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141403,1,12+15,Colorbar_red,14,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141503,1,11+12+15,Colorbar_red,18,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141603,1,15+18,Colorbar_red,18,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20141703,1,11+12+15+18,Colorbar_red,28,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20122003,1,5+7+10+14+17,Colorbar_red,45,Attack,3,Infantry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20132003,1,4+8+13+16+19,Colorbar_red,45,Attack,3,Cavalry,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20142003,1,6+11+12+15+18,Colorbar_red,45,Attack,3,Archers,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20150003,1,1+4+5+6,Colorbar_red,45,Attack,3,T1,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20150103,1,7+8+9+11,Colorbar_red,45,Attack,3,T2,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20150203,1,2+10+12+13,Colorbar_red,45,Attack,3,T3,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20150303,1,3+14+15+16,Colorbar_red,45,Attack,3,T4,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20150403,1,17+18+19+20,Colorbar_red,45,Attack,3,T5,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20160003,1,99,Colorbar_red,200,Attack,3,Troops,1,3000,3200,3600,4050,4550,5100,5700,6350,7050,7800,8550,9300,10050,10800,11550,12300,13050,13800,14550,15300,42000,42001,42002,42003,42004,42005,42006,42007,42008,,1500,1600,1800,2050,2275,2550,2850,3175,3525,
20120002,1,5,Colorbar_red,1,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20120102,1,7,Colorbar_red,2,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20120202,1,10,Colorbar_red,3,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20120302,1,14,Colorbar_red,4,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20120402,1,17,Colorbar_red,5,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20130002,1,4,Colorbar_red,1,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20130102,1,8,Colorbar_red,2,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20130202,1,13,Colorbar_red,3,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20130302,1,16,Colorbar_red,4,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20130402,1,19,Colorbar_red,5,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20140002,1,6,Colorbar_red,1,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20140102,1,11,Colorbar_red,2,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20140202,1,12,Colorbar_red,3,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20140302,1,15,Colorbar_red,4,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20140402,1,18,Colorbar_red,5,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121002,1,5+7,Colorbar_red,6,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121102,1,5+7+10,Colorbar_red,12,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121202,1,5+7+10+14,Colorbar_red,20,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121302,1,7+10,Colorbar_red,10,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121402,1,10+14,Colorbar_red,14,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121502,1,7+10+14,Colorbar_red,18,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121602,1,14+17,Colorbar_red,18,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20121702,1,7+10+14+17,Colorbar_red,28,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131002,1,4+8,Colorbar_red,6,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131102,1,4+8+13,Colorbar_red,12,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131202,1,4+8+13+16,Colorbar_red,20,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131302,1,8+13,Colorbar_red,10,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131402,1,13+16,Colorbar_red,14,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131502,1,8+13+16,Colorbar_red,18,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131602,1,16+19,Colorbar_red,18,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20131702,1,8+13+16+19,Colorbar_red,28,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141002,1,6+11,Colorbar_red,6,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141102,1,6+11+12,Colorbar_red,12,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141202,1,6+11+12+15,Colorbar_red,20,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141302,1,11+12,Colorbar_red,10,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141402,1,12+15,Colorbar_red,14,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141502,1,11+12+15,Colorbar_red,18,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141602,1,15+18,Colorbar_red,18,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20141702,1,11+12+15+18,Colorbar_red,28,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20122002,1,5+7+10+14+17,Colorbar_red,45,Attack,2,Infantry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20132002,1,4+8+13+16+19,Colorbar_red,45,Attack,2,Cavalry,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20142002,1,6+11+12+15+18,Colorbar_red,45,Attack,2,Archers,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20150002,1,1+4+5+6,Colorbar_red,45,Attack,2,T1,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20150102,1,7+8+9+11,Colorbar_red,45,Attack,2,T2,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20150202,1,2+10+12+13,Colorbar_red,45,Attack,2,T3,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20150302,1,3+14+15+16,Colorbar_red,45,Attack,2,T4,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20150402,1,17+18+19+20,Colorbar_red,45,Attack,2,T5,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20160002,1,99,Colorbar_red,200,Attack,2,Troops,1,1500,1700,2100,2550,3050,3600,4200,4950,5650,6300,6750,7300,7850,8400,8950,9500,10050,10600,11150,11700,42000,42001,42002,42003,42004,42005,42006,42007,42008,,750,850,1050,1300,1525,1800,2100,2475,2825,
20120001,1,5,Colorbar_red,1,Attack,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
20120101,1,7,Colorbar_red,2,Attack,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
20120201,1,10,Colorbar_red,3,Attack,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
20120301,1,14,Colorbar_red,4,Attack,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
20120401,1,17,Colorbar_red,5,Attack,1,Infantry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
20130001,1,4,Colorbar_red,1,Attack,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
20130101,1,8,Colorbar_red,2,Attack,1,Cavalry,1,300,500,900,1350,1850,2400,3000,3750,4400,5000,5600,6200,6800,7400,8000,8600,9200,9800,10400,11000,42000,42001,42002,42003,42004,42005,42006,42007,42008,,150,250,450,700,925,1200,1500,1875,2200,
